,code,name,name_jp,type,type_jp,address,postal_code,phone,state,state_jp,latitude,longitude,found,faculty_count,department_count,has_grad,has_remote,review_rating,review_count,difficulty_SD,difficulty_rank
200,F101310100276,Sapporo International University,札幌国際大学,Private,私立,北海道札幌市清田区清田4条1－4－1,004－8602,011－881－8844,Hokkai Do,北海道,43.002434,141.424561,1992-12,6,10,True,False,3.85,109.0,35.5,F
201,F101310100285,Hokusho University,北翔大学,Private,私立,北海道江別市文京台23番地,069－8511,011－386－8011,Hokkai Do,北海道,43.063904,141.489609,1996-12,5,9,True,False,3.96,129.0,37.0,F
202,F101310100294,Hokuyo University,北洋大学,Private,私立,北海道苫小牧市錦西町３丁目２番１号,059－1266,0144－61－3111,Hokkai Do,北海道,42.600338,141.464294,1997-12,1,1,False,False,3.97,13.0,35.5,F
203,F101310100301,Japanese Red Cross Hokkaido College of Nursing,日本赤十字北海道看護大学,Private,私立,北海道北見市曙町664－1,090－0011,0157－66－3311,Hokkai Do,北海道,43.830696,143.908508,1998-12,2,3,True,False,3.94,60.0,36.0,F
204,F101310100310,Hokkaido Bunkyo University,北海道文教大学,Private,私立,北海道恵庭市黄金中央5－196－1,061－1449,0123－34－0019,Hokkai Do,北海道,42.890831,141.591461,1998-12,8,13,True,False,3.62,180.0,36.3,F
205,F101310100329,Tenshi College,天使大学,Private,私立,北海道札幌市東区北13条東3－1－30,065－0013,011－741－1051,Hokkai Do,北海道,43.077644,141.357895,1999-12,3,5,True,False,4.02,84.0,47.0,D
206,F101310100338,Ikueikan University,育英館大学,Private,私立,北海道稚内市若葉台1丁目2290番地28号,097－0013,0162－32－7511,Hokkai Do,北海道,45.383553,141.718567,1999-12,2,2,False,False,4.43,14.0,35.0,F
207,F101310100347,Sapporo Otani University,札幌大谷大学,Private,私立,北海道札幌市東区北16条東9－1－1,065－8567,011－742－1651,Hokkai Do,北海道,43.082176,141.36557,2006-04,2,3,False,False,3.94,79.0,36.4,F
208,F101310100356,Sapporo University of Health Sciences,札幌保健医療大学,Private,私立,北海道札幌市東区中沼西4条2－1－15,007－0894,011－792－3350,Hokkai Do,北海道,43.132084,141.41246,2012-11,1,2,False,False,3.63,20.0,38.8,F
209,F101310100365,Japan HealthCare University,日本医療大学,Private,私立,北海道札幌市豊平区月寒東3条11丁目1番50号,062-0053,011-351-6100,Hokkai Do,北海道,43.028351,141.409714,2014-04,3,8,False,False,3.54,17.0,39.0,F
210,F101310100374,Hokkaido Chitose College of Rehabilitation,北海道千歳リハビリテーション大学,Private,私立,北海道千歳市里美2－10,066－0055,0123－28－5331,Hokkai Do,北海道,42.785515,141.598404,2017-04,1,1,False,False,3.69,13.0,35.5,F
211,F102310100603,Aomori University,青森大学,Private,私立,青森県青森市幸畑2－3－1,030－0943,017－738－2001,Aomori Ken,青森県,40.783684,140.78096,1968-03,4,4,False,False,3.5,80.0,36.5,F
212,F102310100612,Shibata Gakuen University,柴田学園大学,Private,私立,青森県弘前市清原1－1－16,036－8530,0172－33－2289,Aomori Ken,青森県,40.581272,140.485275,1969-02,1,2,False,False,3.92,96.0,35.3,F
213,F102310100621,Hirosaki Gakuin University,弘前学院大学,Private,私立,青森県弘前市稔町13－1,036－8577,0172－34－5211,Aomori Ken,青森県,40.581535,140.465637,1971-01,5,6,True,False,3.41,54.0,35.5,F
214,F102310100630,Hachinohe Institute of Technology,八戸工業大学,Private,私立,青森県八戸市大字妙字大開88－1,031－8501,0178－25－3111,Aomori Ken,青森県,40.479317,141.562363,1972-01,3,10,True,False,3.61,59.0,35.5,F
215,F102310100649,Hachinohe Gakuin University,八戸学院大学,Private,私立,青森県八戸市大字美保野13－98,031－8588,0178－25－2711,Aomori Ken,青森県,40.486752,141.571655,1981-01,2,3,False,False,3.69,33.0,35.5,F
216,F102310100658,Aomori Chuo Gakuin University,青森中央学院大学,Private,私立,青森県青森市大字横内字神田12,030－0132,017－728－0131,Aomori Ken,青森県,40.783215,140.76239,1997-12,4,4,True,False,3.66,57.0,36.0,F
217,F102310100667,Hirosaki University of Health and Welfare,弘前医療福祉大学,Private,私立,青森県弘前市小比内3－18－1,036－8102,0172－27－1001,Aomori Ken,青森県,40.588799,140.500473,2008-10,1,2,False,False,3.71,35.0,38.0,F
218,F103310100755,Iwate Medical University,岩手医科大学,Private,私立,岩手県紫波郡矢巾町医大通1－1－1,028－3694,019－651－5111,Iwate Ken,岩手県,39.613033,141.161285,1928-02,7,13,True,False,3.57,78.0,46.3,D
219,F103310100764,Fuji University,富士大学,Private,私立,岩手県花巻市下根子450－3,025－8501,0198－23－6221,Iwate Ken,岩手県,39.361206,141.102646,1965-01,2,3,True,False,3.63,33.0,35.5,F
220,F103310100773,The University of Morioka,盛岡大学,Private,私立,岩手県滝沢市砂込808,020－0694,019－688－5555,Iwate Ken,岩手県,39.816113,141.137207,1981-01,2,5,False,False,3.78,152.0,35.1,F
221,F103310100782,Iwate University of Health and Medical Sciences,岩手保健医療大学,Private,私立,岩手県盛岡市盛岡駅西通1－6－30,020－0045,019－606－7030,Iwate Ken,岩手県,39.703228,141.131851,2016-08,2,2,True,False,3.33,10.0,38.0,F
222,F104310100889,Sendai University,仙台大学,Private,私立,宮城県柴田郡柴田町船岡南2－2－18,989－1693,0224－55－1121,Miyagi Ken,宮城県,38.051693,140.771561,1967-01,2,7,True,False,3.63,104.0,35.7,F
223,F104310100898,Tohoku Gakuin University,東北学院大学,Private,私立,宮城県仙台市青葉区土樋1－3－1,980－8511,022－264－6421,Miyagi Ken,宮城県,38.249531,140.877304,1946-03,12,29,True,False,3.75,781.0,45.5,D
224,F104310100905,Tohoku Institute of Technology,東北工業大学,Private,私立,宮城県仙台市太白区八木山香澄町35－1,982－8577,022－305－3311,Miyagi Ken,宮城県,38.245861,140.852432,1964-01,5,15,True,False,3.62,140.0,38.0,F
225,F104310100914,Tohoku Fukushi University,東北福祉大学,Private,私立,宮城県仙台市青葉区国見1－8－1,981－8522,022－233－3111,Miyagi Ken,宮城県,38.280109,140.847824,1962-01,8,15,True,True,3.78,493.0,44.0,E
226,F104310100923,Tohoku Medical And Pharmaceutical University,東北医科薬科大学,Private,私立,宮城県仙台市青葉区小松島4－4－1,981－8558,022－234－4181,Miyagi Ken,宮城県,38.285049,140.885559,1939-04,3,5,True,False,3.74,140.0,51.9,C
227,F104310100932,Tohoku Seikatsu Bunka University,東北生活文化大学,Private,私立,宮城県仙台市泉区虹の丘1－18－2,981－8585,022－272－7511,Miyagi Ken,宮城県,38.302814,140.87027,1958-01,2,2,False,False,3.64,44.0,36.5,F
228,F104310100941,Miyagi Gakuin Women’s University,宮城学院女子大学,Private,私立,宮城県仙台市青葉区桜ケ丘9－1－1,981－8557,022－279－1311,Miyagi Ken,宮城県,38.307381,140.853912,1946-06,6,14,True,False,3.9,296.0,37.5,F
229,F104310100950,Ishinomaki Senshu University,石巻専修大学,Private,私立,宮城県石巻市南境新水戸1,986－8580,0225－22－7711,Miyagi Ken,宮城県,38.454735,141.295639,1988-12,5,13,True,False,3.65,62.0,35.3,F
230,F104310100969,Sendai Shirayuri Women’s College,仙台白百合女子大学,Private,私立,宮城県仙台市泉区本田町6－1,981－3107,022－372－3254,Miyagi Ken,宮城県,38.3214,140.902542,1995-12,1,4,False,False,3.58,73.0,36.0,F
231,F104310100978,Tohoku Bunka Gakuen University,東北文化学園大学,Private,私立,宮城県仙台市青葉区国見6－45－1,981－8551,022－233－3310,Miyagi Ken,宮城県,38.277546,140.834534,1998-12,7,11,True,False,3.69,84.0,35.9,F
232,F104310100987,Shokei Gakuin University,尚絅学院大学,Private,私立,宮城県名取市ゆりが丘4－10－1,981－1295,022－381－3300,Miyagi Ken,宮城県,38.196583,140.830078,2002-12,4,8,True,False,3.82,108.0,36.3,F
233,F105310101093,North Asia University,ノースアジア大学,Private,私立,秋田県秋田市下北手桜守沢46－1,010－8515,018－836－1312,Akita Ken,秋田県,39.716419,140.157944,1964-01,3,4,False,False,3.26,39.0,35.5,F
234,F105310101100,Akita University of Nursing And Welfare,秋田看護福祉大学,Private,私立,秋田県大館市清水2－3－4,017－0046,0186－45－1717,Akita Ken,秋田県,40.281265,140.554398,2004-11,1,2,False,False,4.15,32.0,35.5,F
235,F105310101119,Japanese Red Cross Akita College of Nursing,日本赤十字秋田看護大学,Private,私立,秋田県秋田市上北手猿田字苗代沢17－3,010－1493,018－829－4000,Akita Ken,秋田県,39.685078,140.155457,2008-10,2,3,True,False,3.84,25.0,36.5,F
236,F106310101207,Tohoku University of Art & Design,東北芸術工科大学,Private,私立,山形県山形市上桜田3－4－5,990－9530,023－627－2000,Yamagata Ken,山形県,38.218594,140.344955,1992-04,3,13,True,False,4.12,131.0,49.7,C
237,F106310101216,Tohoku University of Community Service And Science,東北公益文科大学,Private,私立,山形県酒田市飯森山3－5－1,998－8580,0234－41－1111,Yamagata Ken,山形県,38.892662,139.817368,2000-12,2,3,True,False,3.48,39.0,35.5,F
238,F106310101225,Tohoku Bunkyo College,東北文教大学,Private,私立,山形県山形市片谷地515,990－2316,023－688－2298,Yamagata Ken,山形県,38.209637,140.303146,2010-10,2,3,False,False,3.82,35.0,38.0,F
239,F107310101304,Koriyama Women’s University,郡山女子大学,Private,私立,福島県郡山市開成3－25－2,963－8503,024－932－4848,Fukushima Ken,福島県,37.396683,140.352661,1966-01,2,3,True,False,3.76,59.0,35.7,F
240,F107310101313,Ohu University,奥羽大学,Private,私立,福島県郡山市富田町字三角堂31－1,963－8611,024－932－8931,Fukushima Ken,福島県,37.41716,140.37413,1972-02,3,3,True,False,3.55,38.0,35.0,F
241,F107310101322,Iryo Sosei University,医療創生大学,Private,私立,福島県いわき市中央台飯野5－5－1,970－8551,0246－29－5111,Fukushima Ken,福島県,37.018524,140.918915,1986-04,8,9,True,False,3.46,65.0,35.6,F
242,F107310101331,Higashi Nippon International University,東日本国際大学,Private,私立,福島県いわき市平鎌田字寿金沢37,970－8023,0246－35－0001,Fukushima Ken,福島県,37.057358,140.907944,1994-12,3,3,False,False,3.85,28.0,36.0,F
243,F107310101340,Fukushima College,福島学院大学,Private,私立,福島県福島市宮代乳児池1－1,960－0181,024－553－3221,Fukushima Ken,福島県,37.799988,140.487549,2002-12,2,3,True,False,3.86,35.0,35.0,F
244,F108310101456,Ibaraki Christian University,茨城キリスト教大学,Private,私立,茨城県日立市大みか町6－11－1,319－1295,0294－52－3215,Ibaraki Ken,茨城県,36.514248,140.617523,1967-04,7,11,True,False,3.87,171.0,41.4,E
245,F108310101465,Ryutsu Keizai University,流通経済大学,Private,私立,茨城県龍ケ崎市平畑120,301－8555,0297－64－0001,Ibaraki Ken,茨城県,35.920582,140.168472,1965-01,12,17,True,False,3.71,203.0,38.9,F
246,F108310101474,Tokiwa University,常磐大学,Private,私立,茨城県水戸市見和1－430－1,310－8585,029－232－2511,Ibaraki Ken,茨城県,36.382111,140.438705,1983-01,5,11,True,False,3.75,135.0,38.8,F
247,F108310101483,Tsukuba International University,つくば国際大学,Private,私立,茨城県土浦市真鍋6－20－1,300－0051,029－826－6000,Ibaraki Ken,茨城県,36.107651,140.198837,1993-12,1,6,False,False,3.68,79.0,36.7,F
248,F108310101492,Tsukuba Gakuin University,筑波学院大学,Private,私立,茨城県つくば市吾妻3－1,305－0031,029－858－4811,Ibaraki Ken,茨城県,36.087753,140.107864,1995-12,1,1,False,False,3.53,22.0,,
249,F108310101508,Nihon Wellness Sports University,日本ウェルネススポーツ大学,Private,私立,茨城県利根町布川1377,300－1622,0297－68－6787,Ibaraki Ken,茨城県,35.859886,140.145737,2012-04,3,3,False,True,3.58,6.0,35.0,F
250,F109310101561,Ashikaga University,足利大学,Private,私立,栃木県足利市大前町268－1,326－8558,0284－62－0605,Tochigi Ken,栃木県,36.35326,139.396027,1967-01,3,4,True,False,3.66,42.0,36.4,F
251,F109310101570,Hakuoh University,白鴎大学,Private,私立,栃木県小山市駅東通り2－2－2,323－8586,0285－22－1111,Tochigi Ken,栃木県,36.313366,139.807495,1985-12,5,5,True,False,3.9,363.0,40.6,E
252,F109310101589,Sakushin Gakuin University,作新学院大学,Private,私立,栃木県宇都宮市竹下町908,321－3295,028－667－7111,Tochigi Ken,栃木県,36.544083,139.973999,1989-04,4,7,True,False,3.83,45.0,36.5,F
253,F109310101598,International University of Health And Welfare,国際医療福祉大学,Private,私立,栃木県大田原市北金丸2600－1,324－8501,0287－24－3000,Tochigi Ken,栃木県,36.87048,140.069229,1994-12,16,20,True,False,3.92,408.0,44.2,D
254,F109310101605,Utsunomiya Kyowa University,宇都宮共和大学,Private,私立,栃木県宇都宮市大通り1－3－18,320－0811,028－650－6611,Tochigi Ken,栃木県,36.560459,139.890869,1999-04,2,2,False,False,3.87,21.0,35.5,F
255,F109310101614,Bunsei University of Art,文星芸術大学,Private,私立,栃木県宇都宮市上戸祭4－8－15,320－0058,028－625－6888,Tochigi Ken,栃木県,36.598911,139.859558,1998-12,2,2,True,False,3.8,12.0,36.0,F
256,F109310101623,Jichi Medical University,自治医科大学,Private,私立,栃木県下野市薬師寺3311－1,329－0498,0285－44－2111,Tochigi Ken,栃木県,36.4034,139.858521,1972-02,4,7,True,False,4.1,64.0,58.0,B
257,F109310101632,Dokkyo Medical University,獨協医科大学,Private,私立,栃木県下都賀郡壬生町大字北小林880,321－0293,0282－86－1111,Tochigi Ken,栃木県,36.472305,139.825363,1972-07,5,9,True,False,3.95,63.0,57.0,B
258,F110310101764,Ikuei University,育英大学,Private,私立,群馬県高崎市京目町1656番地1,370－0011,027－352－1981,Gunma Ken,群馬県,36.349194,139.050339,2017-08,1,1,False,False,3.81,5.0,36.5,F
259,F110310101773,Kiryu University,桐生大学,Private,私立,群馬県みどり市笠懸町阿左美606－7,379－2392,0277－76－2400,Gunma Ken,群馬県,36.378597,139.295685,2007-12,2,3,False,False,3.43,35.0,38.8,F
260,F110310101782,Gunma Paz University,群馬パース大学,Private,私立,群馬県高崎市問屋町1－7－1,370－0006,027－365－3366,Gunma Ken,群馬県,36.349514,139.008804,2004-11,5,8,True,False,3.79,49.0,43.2,E
261,F110310101791,Gunma University of Health And Welfare,群馬医療福祉大学,Private,私立,群馬県前橋市川曲町191－1,371－0823,027－253－0294,Gunma Ken,群馬県,36.355843,139.047913,2001-12,5,5,True,False,3.49,73.0,41.5,E
262,F110310101808,Takasaki University of Health And Welfare,高崎健康福祉大学,Private,私立,群馬県高崎市中大類町37－1,370－0033,027－352－1290,Gunma Ken,群馬県,36.324902,139.054886,2000-12,9,15,True,False,3.76,139.0,43.1,E
263,F110310101817,Takasaki University of Commerce,高崎商科大学,Private,私立,群馬県高崎市根小屋町741,370－1214,027－347－3399,Gunma Ken,群馬県,36.28566,139.034241,2001-04,2,3,True,False,3.85,41.0,40.0,E
264,F110310101826,Jobu University,上武大学,Private,私立,群馬県伊勢崎市戸谷塚町634－1,372－8588,0270－32－1010,Gunma Ken,群馬県,36.279305,139.176224,1968-03,3,4,True,False,3.6,54.0,36.7,F
265,F110310101835,Kanto Gakuen University,関東学園大学,Private,私立,群馬県太田市藤阿久町200番地,373－8515,0276－32－7800,Gunma Ken,群馬県,36.286465,139.356094,1976-01,1,2,False,False,3.72,63.0,36.0,F
266,F110310101844,KYOAI GAKUEN UNIVERSITY,共愛学園前橋国際大学,Private,私立,群馬県前橋市小屋原町1154－4,379－2192,027－266－7575,Gunma Ken,群馬県,36.35886,139.144562,1998-12,1,1,False,False,3.96,92.0,39.8,E
267,F111310101969,Nihon Institute of Medical Science,日本医療科学大学,Private,私立,埼玉県入間郡毛呂山町下川原1276,350－0435,049－294－9000,Saitama Ken,埼玉県,35.931942,139.343781,2006-11,1,5,False,False,3.16,64.0,39.2,E
268,F111310101978,Nihon Pharmaceutical University,日本薬科大学,Private,私立,埼玉県北足立郡伊奈町小室10281,362－0806,048－721－1155,Saitama Ken,埼玉県,35.991798,139.617203,2003-11,2,3,True,False,3.44,84.0,36.7,F
269,F111310101987,Musashino Gakuin University,武蔵野学院大学,Private,私立,埼玉県狭山市広瀬台3－26－1,350－1328,04－2954－6131,Saitama Ken,埼玉県,35.866592,139.387009,2003-11,2,3,True,False,3.71,17.0,35.5,F
270,F111310101996,Urawa University,浦和大学,Private,私立,埼玉県さいたま市緑区大字大崎3551,336－0974,048－878－3741,Saitama Ken,埼玉県,35.890373,139.712662,2002-12,2,4,False,False,4.04,54.0,35.5,F
271,F111310102003,Institute of Technologists,ものつくり大学,Private,私立,埼玉県行田市前谷333,361－0038,048－564－3200,Saitama Ken,埼玉県,36.115143,139.456436,2001-04,2,3,True,False,3.83,51.0,35.5,F
272,F111310102012,Kyoei University,共栄大学,Private,私立,埼玉県春日部市内牧4158,344－0051,048－755－2932,Saitama Ken,埼玉県,35.995708,139.722092,2000-12,3,3,False,False,3.53,51.0,39.0,F
273,F111310102021,Saitama Gakuen University,埼玉学園大学,Private,私立,埼玉県川口市大字木曽呂1510,333－0831,048－294－1110,Saitama Ken,埼玉県,35.857311,139.713959,2000-12,5,7,True,False,3.65,85.0,38.8,F
274,F111310102030,Shobi University,尚美学園大学,Private,私立,埼玉県川越市豊田町1－1－1,350－1110,049－246－2700,Saitama Ken,埼玉県,35.906914,139.460602,1999-12,5,10,True,False,3.65,131.0,35.0,F
275,F111310102049,University of Human Arts And Sciences,人間総合科学大学,Private,私立,埼玉県さいたま市岩槻区馬込1288,339－8539,048－749－6111,Saitama Ken,埼玉県,35.970203,139.658371,1999-12,4,6,True,True,3.61,62.0,36.1,F
276,F111310102058,Bunri University of Hospitality,西武文理大学,Private,私立,埼玉県狭山市柏原新田311－1,350－1336,04－2954－7575,Saitama Ken,埼玉県,35.891426,139.418518,1998-12,2,3,False,False,3.49,78.0,35.5,F
277,F111310102067,Jumonji University,十文字学園女子大学,Private,私立,埼玉県新座市菅沢2－1－28,352－8510,048－477－0555,Saitama Ken,埼玉県,35.799313,139.552094,1996-04,5,14,True,False,3.81,229.0,37.4,F
278,F111310102076,Heisei International University,平成国際大学,Private,私立,埼玉県加須市水深大立野2000,347－8504,0480－66－2100,Saitama Ken,埼玉県,36.096184,139.637634,1995-12,3,4,True,False,3.74,32.0,35.5,F
279,F111310102085,Tokyo International University,東京国際大学,Private,私立,埼玉県川越市的場北1－13－1,350－1197,049－232－1111,Saitama Ken,埼玉県,35.927303,139.437866,1965-01,11,15,True,False,3.96,424.0,36.7,F
280,F111310102094,Josai University,城西大学,Private,私立,埼玉県坂戸市けやき台1－1,350－0295,049－286－2233,Saitama Ken,埼玉県,35.933132,139.34201,1965-01,10,17,True,False,3.52,275.0,37.4,F
281,F111310102101,Toho College of Music,東邦音楽大学,Private,私立,埼玉県川越市今泉84,350－0015,049－235－2157,Saitama Ken,埼玉県,35.896595,139.523529,1965-01,2,2,True,False,4.02,31.0,,
282,F111310102110,Dokkyo University,獨協大学,Private,私立,埼玉県草加市学園町1－1,340－0042,048－946－1641,Saitama Ken,埼玉県,35.83942,139.794189,1964-04,7,16,True,False,3.95,682.0,50.4,C
283,F111310102129,Nippon Institute of Technology,日本工業大学,Private,私立,埼玉県南埼玉郡宮代町学園台4－1－1,345－8501,0480－34－4111,Saitama Ken,埼玉県,36.026604,139.713486,1967-03,6,13,True,False,3.66,117.0,36.9,F
284,F111310102138,Meikai University,明海大学,Private,私立,埼玉県坂戸市けやき台1－1,350－0283,049－285－5511,Saitama Ken,埼玉県,35.933132,139.34201,1970-03,11,13,True,False,3.77,234.0,39.5,E
285,F111310102147,Saitama Medical University,埼玉医科大学,Private,私立,埼玉県入間郡毛呂山町毛呂本郷38,350－0495,049－276－1111,Saitama Ken,埼玉県,35.936001,139.304062,1972-02,4,10,True,False,3.8,79.0,46.7,D
286,F111310102156,Saitama Institute of Technology,埼玉工業大学,Private,私立,埼玉県深谷市普済寺1690,369－0293,048－585－2521,Saitama Ken,埼玉県,36.19603,139.238739,1976-01,4,10,True,False,3.59,79.0,35.5,F
287,F111310102165,Surugadai University,駿河台大学,Private,私立,埼玉県飯能市大字阿須字一の木698,357－8555,042－972－1111,Saitama Ken,埼玉県,35.835243,139.334778,1986-12,8,11,True,False,3.75,154.0,42.1,E
288,F111310102174,Seigakuin University,聖学院大学,Private,私立,埼玉県上尾市戸崎1－1,362－8585,048－781－0925,Saitama Ken,埼玉県,35.937756,139.595535,1988-04,6,8,True,False,3.7,71.0,35.5,F
289,F111310102183,Kagawa Nutrition University,女子栄養大学,Private,私立,埼玉県坂戸市千代田3－9－21,350－0288,049－282－3601,Saitama Ken,埼玉県,35.952763,139.410965,1961-03,2,5,True,False,4.12,223.0,43.3,E
290,F111310102192,Tohto University,東都大学,Private,私立,埼玉県深谷市上柴町西4－2－11,366－0052,048－574－2500,Saitama Ken,埼玉県,36.18111,139.298462,2008-10,4,4,False,False,3.46,40.0,36.0,F
291,F111310102209,Japan University of Health Sciences,日本保健医療大学,Private,私立,埼玉県幸手市幸手1961－2,340－0113,0480－40－4848,Saitama Ken,埼玉県,36.071983,139.73082,2009-10,1,2,False,False,3.33,24.0,35.5,F
292,F112310102360,Chiba Institute of Science,千葉科学大学,Private,私立,千葉県銚子市潮見町3,288－0025,0479－30－4500,Chiba Ken,千葉県,35.701206,140.846268,2003-11,7,12,True,False,3.31,73.0,37.4,F
293,F112310102379,Aikoku Gakuen University,愛国学園大学,Private,私立,千葉県四街道市四街道1532,284－0005,043－424－4433,Chiba Ken,千葉県,35.666553,140.157578,1997-12,1,1,False,False,3.68,11.0,38.0,F
294,F112310102388,Kaichi International University,開智国際大学,Private,私立,千葉県柏市柏1225－6,277－0005,04－7167－8655,Chiba Ken,千葉県,35.862244,139.987976,1999-12,3,3,False,False,4.07,23.0,35.7,F
295,F112310102397,Seiwa University,清和大学,Private,私立,千葉県木更津市東太田3－4－5,292－8555,0438－30－5555,Chiba Ken,千葉県,35.376106,139.958008,1993-12,1,1,False,False,3.19,27.0,37.5,F
296,F112310102404,Josai International University,城西国際大学,Private,私立,千葉県東金市求名1,283－8555,0475－55－8800,Chiba Ken,千葉県,35.580254,140.395966,1991-12,14,20,True,False,3.61,247.0,38.9,F
297,F112310102413,Shukutoku University,淑徳大学,Private,私立,千葉県千葉市中央区大巌寺町200,260－8701,043－265－7331,Chiba Ken,千葉県,35.574577,140.144501,1965-01,8,14,True,False,3.81,307.0,40.4,E
298,F112310102422,Keiai University,敬愛大学,Private,私立,千葉県千葉市稲毛区穴川1－5－21,263－8588,043－251－6363,Chiba Ken,千葉県,35.633312,140.103821,1966-01,3,4,False,False,3.74,69.0,37.8,F
299,F112310102431,Chiba Institute of Technology,千葉工業大学,Private,私立,千葉県習志野市津田沼2－17－1,275－0016,047－478－0208,Chiba Ken,千葉県,35.688942,140.021255,1942-05,10,32,True,False,3.75,361.0,46.2,D
300,F112310102440,Chiba University of Commerce,千葉商科大学,Private,私立,千葉県市川市国府台1－3－1,272－8512,047－372－4111,Chiba Ken,千葉県,35.742493,139.907028,1928-02,9,11,True,False,3.69,213.0,43.4,E
301,F112310102459,Chuogakuin University,中央学院大学,Private,私立,千葉県我孫子市久寺家451,270－1196,04－7183－6501,Chiba Ken,千葉県,35.8829,140.01796,1966-01,4,4,True,False,3.76,119.0,38.2,F
302,F112310102468,Reitaku University,麗澤大学,Private,私立,千葉県柏市光ケ丘2－1－1,277－8686,04－7173－3601,Chiba Ken,千葉県,35.831802,139.951187,1942-04,6,9,True,False,3.81,118.0,39.3,E
303,F112310102477,Wayo Women’s University,和洋女子大学,Private,私立,千葉県市川市国府台2－3－1,272－8533,047－371－1111,Chiba Ken,千葉県,35.742989,139.904266,1928-10,6,12,True,False,4.05,199.0,37.7,F
304,F112310102486,International Budo University,国際武道大学,Private,私立,千葉県勝浦市新官841,299－5295,0470－73－4111,Chiba Ken,千葉県,35.161568,140.322876,1983-12,3,4,True,False,3.59,53.0,37.8,F
305,F112310102495,Kanda University of International Studies,神田外語大学,Private,私立,千葉県千葉市美浜区若葉1－4－1,261－0014,043－273－1322,Chiba Ken,千葉県,35.656132,140.042236,1987-04,4,9,True,False,4.05,334.0,45.2,D
306,F112310102501,Chiba Keizai University,千葉経済大学,Private,私立,千葉県千葉市稲毛区轟町3-59-5,263-0021,043-253-9111,Chiba Ken,千葉県,35.62973,140.109146,1987-12,2,3,True,False,3.65,72.0,43.0,E
307,F112310102510,Shumei University,秀明大学,Private,私立,千葉県八千代市大学町1－1－1,276－0003,047－488－2111,Chiba Ken,千葉県,35.77285,140.099426,1987-12,5,5,False,False,3.93,84.0,40.9,E
308,F112310102529,Kawamura Gakuen Woman’s University,川村学園女子大学,Private,私立,千葉県我孫子市下ケ戸1133,270－1138,04－7183－0111,Chiba Ken,千葉県,35.875843,140.053757,1987-12,4,11,True,False,3.51,79.0,37.6,F
309,F112310102538,Tokyo University of Information Sciences,東京情報大学,Private,私立,千葉県千葉市若葉区御成台4－1,265－8501,043－236－1101,Chiba Ken,千葉県,35.637684,140.203354,1988-04,3,3,True,False,3.83,104.0,41.5,E
310,F112310102547,Tokyo Christian University,東京基督教大学,Private,私立,千葉県印西市内野3－301－5,270－1347,0476－46－1131,Chiba Ken,千葉県,35.789703,140.125168,1989-12,3,5,True,False,4.23,33.0,,
311,F112310102556,Seitoku University,聖徳大学,Private,私立,千葉県松戸市岩瀬550,271－8555,047－365－1111,Chiba Ken,千葉県,35.783543,139.903381,1989-12,18,25,True,True,3.6,350.0,37.9,F
312,F112310102565,Edogawa University,江戸川大学,Private,私立,千葉県流山市駒木474,270－0198,04－7152－0661,Chiba Ken,千葉県,35.877056,139.938934,1989-12,2,6,False,False,3.57,111.0,42.4,E
313,F112310102574,Ryotokuji University,了徳寺大学,Private,私立,千葉県浦安市明海5－8－1,279－8567,047－382－2111,Chiba Ken,千葉県,35.639462,139.926636,2005-12,1,3,False,False,3.66,54.0,39.3,E
314,F112310102583,Uekusa Gakuen University,植草学園大学,Private,私立,千葉県千葉市若葉区小倉町1639番3,264－0007,043－233－9031,Chiba Ken,千葉県,35.634373,140.181976,2007-12,2,2,False,False,3.88,62.0,36.2,F
315,F112310102592,Saniku Gakuin College,三育学院大学,Private,私立,千葉県夷隅郡大多喜町久我原1500,298－0297,0470－84－0111,Chiba Ken,千葉県,35.243866,140.262909,2007-12,2,2,True,False,4.08,14.0,38.0,F
316,F112310102609,Kameda University of Health Sciences,亀田医療大学,Private,私立,千葉県鴨川市横渚462,296－0001,04－7099－1211,Chiba Ken,千葉県,35.102497,140.100525,2011-10,2,2,True,False,3.31,8.0,35.0,F
317,F113310102840,Tokyo University of Social Welfare,東京福祉大学,Private,私立,群馬県伊勢崎市山王町2020－1,372－0831,0270－20－3671,Gunma Ken,群馬県,36.285713,139.194138,1999-12,14,15,True,True,3.82,367.0,35.5,F
318,F113310102859,Atomi University,跡見学園女子大学,Private,私立,東京都文京区大塚1－5－2,112－8687,03－3941－7420,Tokyo To,東京都,35.71693,139.734116,1965-01,6,11,True,False,3.83,323.0,41.1,E
319,F113310102868,Bunkyo University,文教大学,Private,私立,東京都品川区旗の台3－2－17,142－0064,03－3783－5511,Tokyo To,東京都,35.605209,139.705902,1966-01,14,25,True,False,3.89,676.0,46.7,D
320,F113310102877,Bunkyo Gakuin University,文京学院大学,Private,私立,東京都文京区向丘1－19－1,113－8668,03－3814－1661,Tokyo To,東京都,35.718536,139.757568,1990-12,9,16,True,False,3.74,242.0,36.9,F
321,F113310102886,Mejiro University,目白大学,Private,私立,東京都新宿区中落合4－31－1,161－8539,03－5996－3121,Tokyo To,東京都,35.716835,139.681244,1993-12,15,27,True,False,3.51,362.0,39.4,E
322,F113310102895,Tokyo Seitoku University,東京成徳大学,Private,私立,東京都北区十条台1－7－13,114－0033,03－3908－4530,Tokyo To,東京都,35.756275,139.72403,1992-12,6,9,True,False,3.87,118.0,38.0,F
